job,marital,education,default,housing,loan,contact,month,day_of_week,poutcome,age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,class
5,0,0,1,2,0,1,4,3,1,60,131,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,3,0,2,0,1,4,3,1,37,384,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,3,0,2,2,1,4,3,1,31,440,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,6,0,0,2,1,4,3,1,44,143,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,6,0,2,0,1,4,3,1,38,284,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,2,0,1,4,3,1,40,161,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6,1,5,0,2,0,1,4,3,1,30,123,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
8,2,2,0,2,0,1,4,3,1,36,771,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,1,1,2,0,1,4,3,1,50,103,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,3,0,0,0,1,4,3,1,28,132,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,1,2,0,1,4,3,1,50,235,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
4,1,6,0,2,2,1,4,3,1,48,1025,7,999,0,1.4,94.465,-41.8,4.864,5228.1,1
1,0,2,0,2,0,1,4,3,1,57,45,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
2,1,6,0,0,0,1,4,3,1,56,21,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
2,1,7,1,2,0,1,4,3,1,56,536,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,2,0,2,0,1,4,3,1,27,243,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,2,2,1,4,3,1,49,131,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,2,0,1,4,3,1,52,316,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,2,0,1,4,3,1,35,192,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,5,0,0,2,1,4,3,1,34,145,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,0,2,0,2,0,1,4,3,1,50,288,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,2,1,0,2,1,4,3,1,29,569,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,2,0,1,4,3,1,31,23,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,0,2,0,1,4,3,1,40,406,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6,1,2,1,2,0,1,4,3,1,37,106,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,0,0,0,1,4,3,1,37,393,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,3,1,0,0,1,4,3,1,57,171,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,6,0,2,0,1,4,3,1,31,116,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,3,0,0,2,1,4,3,1,40,25,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,7,0,0,2,1,4,3,1,30,118,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,0,2,1,4,3,1,43,75,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,3,0,2,0,1,4,3,1,35,54,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,2,6,1,0,2,1,4,3,1,29,235,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,2,0,0,2,1,4,3,1,38,404,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,1,0,0,2,1,4,3,1,46,179,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,2,5,1,0,0,1,4,3,1,47,126,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,0,0,0,1,4,3,1,39,102,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,0,0,0,1,4,3,1,42,110,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6,1,2,0,0,2,1,4,3,1,35,227,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6,1,6,1,2,0,1,4,3,1,39,123,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,5,0,2,0,1,4,3,1,57,194,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,6,1,2,0,1,4,3,1,38,992,1,999,0,1.4,94.465,-41.8,4.864,5228.1,1
4,1,0,1,2,0,1,4,3,1,47,100,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
4,1,6,0,0,0,1,4,3,1,37,303,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,1,0,2,0,1,4,3,1,41,732,2,999,0,1.4,94.465,-41.8,4.864,5228.1,1
7,1,3,0,0,0,1,4,3,1,41,366,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,6,1,0,0,1,4,3,1,42,228,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,1,1,0,0,1,4,3,1,38,14,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,6,1,0,0,1,4,3,1,46,193,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,2,1,2,0,1,4,3,1,31,409,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,5,0,2,0,1,4,3,1,32,220,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
10,0,2,0,2,0,1,4,3,1,46,231,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
2,1,7,0,0,0,1,4,3,1,59,242,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
11,1,0,1,2,0,1,4,3,1,55,216,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6,1,6,0,2,0,1,4,3,1,53,119,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
10,1,5,0,0,0,1,4,3,1,43,41,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,0,2,2,1,4,3,1,49,495,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,0,0,1,4,3,1,50,128,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,3,0,0,0,1,4,3,1,26,185,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,2,6,1,0,0,1,4,3,1,30,722,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,1,0,0,1,4,3,1,40,240,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
5,1,2,1,0,0,1,4,3,1,43,455,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,0,0,0,1,4,3,1,53,138,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,1,2,0,1,4,3,1,25,361,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,0,6,0,0,0,1,4,3,1,48,418,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,0,0,1,4,3,1,27,208,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,0,0,0,1,4,3,1,53,177,26,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6,1,2,0,2,0,1,4,3,1,44,249,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
4,1,6,0,0,0,1,4,3,1,54,84,15,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,1,0,0,0,1,4,3,1,30,338,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,0,2,2,1,4,3,1,32,299,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
2,1,3,1,2,0,1,4,3,1,29,284,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,0,2,0,1,4,3,1,43,282,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
4,1,6,0,2,2,1,4,3,1,43,435,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,1,2,0,1,4,3,1,36,120,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,2,2,1,4,3,1,45,825,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,0,0,0,1,4,3,1,34,51,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,1,0,0,1,4,3,1,38,253,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
3,1,0,0,1,1,1,4,3,1,53,259,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,0,7,0,2,2,1,4,3,1,57,237,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,1,1,0,0,1,4,3,1,38,1045,3,999,0,1.4,94.465,-41.8,4.864,5228.1,1
1,1,2,1,0,0,1,4,3,1,41,110,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,0,0,0,1,4,3,1,49,188,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,7,1,2,0,1,4,3,1,35,320,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,0,2,0,1,4,3,1,39,231,12,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,1,2,0,1,4,3,1,31,170,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,0,0,0,1,4,3,1,50,58,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,0,2,0,1,4,3,1,30,615,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,0,2,1,4,3,1,50,676,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
4,0,6,1,2,0,1,4,3,1,49,165,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,0,0,0,1,4,3,1,37,192,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,0,2,1,0,2,1,4,3,1,47,258,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,0,3,0,0,0,1,4,3,1,43,319,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,0,5,0,2,0,1,4,3,1,29,860,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
3,1,3,0,0,0,1,4,3,1,31,680,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
2,1,1,0,0,2,1,4,3,1,38,165,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,0,6,0,0,0,1,4,3,1,43,356,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,3,0,2,0,1,4,3,1,29,235,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,0,2,2,1,4,3,1,35,173,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,6,1,0,0,1,4,3,1,54,294,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
4,2,6,0,2,0,1,4,3,1,27,216,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,0,2,0,2,0,1,4,3,1,57,177,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,0,0,2,1,4,3,1,30,220,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,3,1,0,0,1,4,3,1,30,641,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
10,1,2,0,0,0,1,4,3,1,43,633,28,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,6,0,0,0,1,4,3,1,32,94,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,6,0,0,0,1,4,3,1,34,35,32,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,7,1,2,0,1,4,3,1,44,828,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
10,1,1,0,2,0,1,4,3,1,31,35,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,2,0,0,0,1,4,3,1,29,263,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6,1,6,1,0,0,1,4,3,1,51,143,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,6,0,2,0,1,4,3,1,58,108,12,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,1,0,0,1,4,3,1,33,164,7,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,0,6,0,0,0,1,4,3,1,52,245,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,2,0,1,4,3,1,57,43,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,3,0,0,0,1,4,3,1,24,768,1,999,0,1.4,94.465,-41.8,4.864,5228.1,1
10,1,3,0,0,0,1,4,3,1,27,327,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,1,2,0,1,4,3,1,42,215,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,6,1,2,0,1,4,3,1,30,200,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,0,0,0,0,1,4,3,1,28,320,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
10,0,0,0,2,0,1,4,3,1,31,801,1,999,0,1.4,94.465,-41.8,4.864,5228.1,1
1,1,1,0,1,1,1,4,3,1,32,31,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,2,1,2,0,1,4,3,1,33,114,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
4,1,6,0,0,0,1,4,3,1,42,236,7,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,3,0,2,0,1,4,3,1,29,201,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,1,1,2,0,1,4,3,1,30,482,2,999,0,1.4,94.465,-41.8,4.864,5228.1,1
0,1,6,1,0,0,1,4,3,1,34,133,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,0,2,1,4,3,1,40,2456,2,999,0,1.4,94.465,-41.8,4.864,5228.1,1
8,2,6,1,0,0,1,4,3,1,28,171,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,2,3,0,0,0,1,4,3,1,45,443,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,0,0,1,4,3,1,35,263,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,1,0,0,1,4,3,1,35,94,18,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6,1,6,0,2,0,1,4,3,1,26,59,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,1,0,0,1,4,3,1,60,111,7,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,5,0,0,2,1,4,3,1,51,72,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,0,5,0,0,0,1,4,3,1,36,199,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,5,0,2,0,1,4,3,1,35,589,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6,1,6,0,0,0,1,4,3,1,39,199,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,3,0,2,0,1,4,3,1,31,113,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,2,2,1,4,3,1,40,179,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
10,1,1,1,0,0,1,4,3,1,30,215,10,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,5,0,0,0,1,4,3,1,40,61,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,0,0,0,1,4,3,1,46,107,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,7,0,0,0,1,4,3,1,45,242,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,1,0,0,0,1,4,3,1,39,1340,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,1,0,0,1,4,3,1,41,13,13,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,5,0,2,0,1,4,3,1,36,129,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,0,7,1,0,0,1,4,3,1,57,50,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,1,0,0,1,4,3,1,38,406,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,0,1,0,0,0,1,4,3,1,42,239,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,0,2,2,1,4,3,1,39,178,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,2,0,1,4,3,1,51,81,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,2,0,1,4,3,1,32,327,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,0,7,1,0,0,1,4,3,1,57,604,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,0,2,0,0,0,1,4,3,1,50,137,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,2,0,1,4,3,1,27,72,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,2,5,0,0,2,1,4,3,1,38,246,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,0,2,0,1,4,3,1,50,199,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,3,0,0,0,1,4,3,1,46,372,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,3,0,2,0,1,4,3,1,26,167,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,0,0,0,1,4,3,1,29,30,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,0,2,0,0,0,1,4,3,1,32,189,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,0,0,2,1,4,3,1,33,277,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,0,2,2,1,4,3,1,59,215,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,0,0,0,1,4,3,1,33,133,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,3,0,2,0,1,4,3,1,58,183,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,0,0,0,0,0,1,4,3,1,42,134,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,6,1,2,0,1,4,3,1,32,211,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,0,0,1,0,0,1,4,3,1,50,80,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,2,0,1,4,3,1,43,220,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
4,1,2,1,2,0,1,4,3,1,46,495,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,0,0,0,1,4,3,1,28,157,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,0,0,0,1,4,3,1,29,81,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,1,0,0,1,4,3,1,45,559,7,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,2,0,1,4,3,1,31,441,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,7,1,0,0,1,4,3,1,42,14,21,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,2,5,0,0,0,1,4,3,1,31,662,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,1,0,0,1,4,3,1,53,76,8,999,0,1.4,94.465,-41.8,4.864,5228.1,0
3,1,6,0,0,2,1,4,3,1,31,230,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,2,3,0,0,0,1,4,3,1,27,323,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,1,0,0,1,4,3,1,40,117,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,6,1,2,0,1,4,3,1,40,176,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,0,2,1,0,2,1,4,3,1,40,1259,6,999,0,1.4,94.465,-41.8,4.864,5228.1,1
6,1,6,0,0,0,1,4,3,1,58,380,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
4,2,6,0,2,0,1,4,3,1,31,214,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
5,2,3,0,0,0,1,4,3,1,60,136,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,2,0,1,4,3,1,38,350,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,3,0,2,0,1,4,3,1,27,56,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,7,0,0,0,1,4,3,1,59,131,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,2,1,0,0,1,4,3,1,36,113,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,7,0,2,0,1,4,3,1,40,71,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
5,1,0,1,2,0,1,4,3,1,58,137,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,0,0,1,4,3,1,35,497,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,0,2,0,1,4,3,1,54,184,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,0,2,1,4,3,1,34,276,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,0,0,0,1,4,3,1,42,68,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,2,2,1,4,3,1,36,11,18,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,1,0,0,1,4,3,1,45,313,7,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,0,0,1,4,3,1,31,397,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,0,0,1,4,3,1,33,164,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,0,2,0,0,0,1,4,3,1,37,1363,7,999,0,1.4,94.465,-41.8,4.864,5228.1,1
0,2,6,1,0,2,1,4,3,1,29,816,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,0,0,0,1,4,3,1,40,1030,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,0,2,0,1,4,3,1,30,266,10,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,6,1,0,0,1,4,3,1,32,56,12,999,0,1.4,94.465,-41.8,4.864,5228.1,0
3,0,1,0,2,0,1,4,3,1,46,143,8,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,3,0,2,0,1,4,3,1,30,229,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
4,2,6,0,0,0,1,4,3,1,29,342,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
2,1,3,0,0,2,1,4,3,1,35,340,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
3,1,0,0,2,0,1,4,3,1,37,59,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6,1,0,1,1,1,1,4,3,1,47,72,8,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,1,0,0,1,4,3,1,42,599,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
5,1,5,0,2,0,1,4,3,1,59,77,8,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,0,5,0,2,0,1,4,3,1,45,157,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6,2,5,0,0,0,1,4,3,1,29,199,7,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,3,1,2,0,1,4,3,1,31,187,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,2,0,1,4,3,1,34,239,8,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,2,3,1,0,2,1,4,3,1,48,246,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6,1,3,1,2,0,1,4,3,1,40,238,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,0,2,0,1,4,3,1,45,118,7,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6,0,6,0,0,2,1,4,3,1,32,254,21,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,0,0,1,4,3,1,33,281,7,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,3,1,2,0,1,4,3,1,42,94,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,0,1,0,0,0,1,4,3,1,38,269,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,0,2,0,1,4,3,1,47,203,9,999,0,1.4,94.465,-41.8,4.864,5228.1,0
4,1,6,0,0,0,1,4,3,1,41,140,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,0,0,0,1,4,3,1,41,148,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
4,1,3,0,2,0,1,4,3,1,43,583,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,2,3,0,0,0,1,4,3,1,34,172,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,0,0,1,4,3,1,34,60,5,999,0,1.4,94.465,-41.8,4.864,5228.1,0
10,1,3,1,2,0,1,4,3,1,52,70,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,5,0,0,0,1,4,3,1,48,68,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,3,0,2,0,1,4,3,1,37,267,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,0,1,0,0,1,4,3,1,41,88,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,5,0,0,0,1,4,3,1,47,19,20,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,1,0,0,1,4,3,1,46,490,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,0,0,0,1,4,3,1,42,604,14,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,2,3,0,0,0,1,4,3,1,28,290,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,6,0,2,2,1,4,3,1,36,78,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,0,0,0,1,4,3,1,49,88,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,3,1,2,0,1,4,3,1,37,113,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,2,0,0,0,1,4,3,1,28,550,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
2,1,6,0,0,0,1,4,3,1,35,52,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
10,1,3,1,0,0,1,4,3,1,56,197,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,0,0,1,4,3,1,42,235,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,0,0,0,1,4,3,1,36,159,6,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,1,6,0,2,0,1,4,3,1,36,120,11,999,0,1.4,94.465,-41.8,4.864,5228.1,0
2,1,3,0,0,0,1,4,3,1,45,1516,2,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,0,7,1,0,0,1,4,3,1,57,28,19,999,0,1.4,94.465,-41.8,4.864,5228.1,0
10,1,2,1,0,0,1,4,3,1,46,87,7,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,1,1,0,0,1,4,3,1,28,151,7,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,1,2,1,0,0,1,4,3,1,36,226,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
7,1,3,1,0,0,1,4,3,1,38,113,11,999,0,1.4,94.465,-41.8,4.864,5228.1,0
0,2,3,0,2,0,1,4,3,1,36,281,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
9,1,6,1,0,2,1,4,3,1,45,1336,4,999,0,1.4,94.465,-41.8,4.864,5228.1,1
7,1,3,1,0,0,1,4,4,1,35,173,14,999,0,1.4,94.465,-41.8,4.864,5228.1,0
1,2,2,0,0,0,1,4,4,1,30,83,11,999,0,1.4,94.465,-41.8,4.864,5228.1,0
